"ID","inchikey","sdftitle","order","set","CVfold","NR.AhR","NR.AR","NR.AR.LBD","NR.Aromatase","NR.ER","NR.ER.LBD","NR.PPAR.gamma","SR.ARE","SR.ATAD5","SR.HSE","SR.MMP","SR.p53"
"NCGC00259379-01","MNWFXJYAOYHMED-UHFFFAOYSA-N","NCGC00259379-01",10783,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254703-01","XULHFMYCBKQGEE-UHFFFAOYSA-N","NCGC00254703-01",10784,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256026-01","XMVBHZBLHNOQON-UHFFFAOYSA-N","NCGC00256026-01",10785,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259030-01","BKIMMITUMNQMOS-UHFFFAOYSA-N","NCGC00259030-01",10786,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257860-01","AAMHBRRZYSORSH-UHFFFAOYSA-N","NCGC00257860-01",10787,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260410-01","AYMUQTNXKPEMLM-UHFFFAOYSA-N","NCGC00260410-01",10788,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258933-01","CRSBERNSMYQZNG-UHFFFAOYSA-N","NCGC00258933-01",10789,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256912-01","WKSPQBFDRTUGEF-UHFFFAOYSA-N","NCGC00256912-01",10790,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255147-01","MPGABYXKKCLIRW-UHFFFAOYSA-N","NCGC00255147-01",10791,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258856-01","VXCUURYYWGCLIH-UHFFFAOYSA-N","NCGC00258856-01",10792,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257669-01","XBEADGFTLHRJRB-UHFFFAOYSA-N","NCGC00257669-01",10793,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257175-01","IIYFAKIEWZDVMP-UHFFFAOYSA-N","NCGC00257175-01",10794,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257042-01","HFDVRLIODXPAHB-UHFFFAOYSA-N","NCGC00257042-01",10795,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256949-01","KWKXNDCHNDYVRT-UHFFFAOYSA-N","NCGC00256949-01",10796,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257804-01","IOHJQSFEAYDZGF-UHFFFAOYSA-N","NCGC00257804-01",10797,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257151-01","BGHCVCJVXZWKCC-UHFFFAOYSA-N","NCGC00257151-01",10798,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260340-01","UHUFTBALEZWWIH-UHFFFAOYSA-N","NCGC00260340-01",10799,"training",1,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00254392-01","YCOZIPAWZNQLMR-UHFFFAOYSA-N","NCGC00254392-01",10800,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260108-01","RHSBIGNQEIPSCT-UHFFFAOYSA-N","NCGC00260108-01",10801,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256794-01","LGEZTMRIZWCDLW-UHFFFAOYSA-N","NCGC00256794-01",10802,"training",1,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00260543-01","VUQPJRPDRDVQMN-UHFFFAOYSA-N","NCGC00260543-01",10803,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260297-01","CLWAXFZCVYJLLM-UHFFFAOYSA-N","NCGC00260297-01",10804,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260391-01","KMWHQYDMBYABKL-UHFFFAOYSA-N","NCGC00260391-01",10805,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259248-01","REIUXOLGHVXAEO-UHFFFAOYSA-N","NCGC00259248-01",10806,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260380-01","GCDPERPXPREHJF-UHFFFAOYSA-N","NCGC00260380-01",10807,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254572-01","SWZDQOUHBYYPJD-UHFFFAOYSA-N","NCGC00254572-01",10808,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259673-01","LQZZUXJYWNFBMV-UHFFFAOYSA-N","NCGC00259673-01",10809,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260362-01","RKAMCQVGHFRILV-UHFFFAOYSA-N","NCGC00260362-01",10810,"training",2,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00256367-01","MHZGKXUYDGKKIU-UHFFFAOYSA-N","NCGC00256367-01",10811,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258855-01","MHZGKXUYDGKKIU-UHFFFAOYSA-N","NCGC00258855-01",10812,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259735-01","MWKFXSUHUHTGQN-UHFFFAOYSA-N","NCGC00259735-01",10813,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254773-01","ZWRUINPWMLAQRD-UHFFFAOYSA-N","NCGC00254773-01",10814,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256817-01","ANISOHQJBAQUQP-UHFFFAOYSA-N","NCGC00256817-01",10815,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254334-01","MIMDHDXOBDPUQW-UHFFFAOYSA-N","NCGC00254334-01",10816,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255907-01","YLYBTZIQSIBWLI-UHFFFAOYSA-N","NCGC00255907-01",10817,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256642-01","JUBCYGQFVNMTIM-UHFFFAOYSA-N","NCGC00256642-01",10818,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257506-01","BBMCTIGTTCKYKF-UHFFFAOYSA-N","NCGC00257506-01",10819,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255909-01","JPQHLIYIQARLQM-UHFFFAOYSA-N","NCGC00255909-01",10820,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256785-01","ZCZSIDMEHXZRLG-UHFFFAOYSA-N","NCGC00256785-01",10821,"training",2,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00255302-01","PXSXRABJBXYMFT-UHFFFAOYSA-N","NCGC00255302-01",10822,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259760-01","JACMPVXHEARCBO-UHFFFAOYSA-N","NCGC00259760-01",10823,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257135-01","JACMPVXHEARCBO-UHFFFAOYSA-N","NCGC00257135-01",10824,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257977-01","IMFACGCPASFAPR-UHFFFAOYSA-N","NCGC00257977-01",10825,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257314-01","UPPIBFVZIFKMFO-UHFFFAOYSA-N","NCGC00257314-01",10826,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259883-01","YGJHZCLPZAZIHH-UHFFFAOYSA-N","NCGC00259883-01",10827,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254330-01","YGJHZCLPZAZIHH-UHFFFAOYSA-N","NCGC00254330-01",10828,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260169-01","LSBXQLQATZTAPE-UHFFFAOYSA-N","NCGC00260169-01",10829,"training",3,0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00257069-01","MYWQGROTKMBNKN-UHFFFAOYSA-N","NCGC00257069-01",10830,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258590-01","DURPTKYDGMDSBL-UHFFFAOYSA-N","NCGC00258590-01",10831,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259948-01","POAOYUHQDCAZBD-UHFFFAOYSA-N","NCGC00259948-01",10832,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257140-01","VXQBJTKSVGFQOL-UHFFFAOYSA-N","NCGC00257140-01",10833,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257066-01","UTSYWKJYFPPRAP-UHFFFAOYSA-N","NCGC00257066-01",10834,"training",4,0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00260473-01","JQJPBYFTQAANLE-UHFFFAOYSA-N","NCGC00260473-01",10835,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259525-01","NFJPGAKRJKLOJK-UHFFFAOYSA-N","NCGC00259525-01",10836,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257005-01","NFJPGAKRJKLOJK-UHFFFAOYSA-N","NCGC00257005-01",10837,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254887-01","HTIRHQRTDBPHNZ-UHFFFAOYSA-N","NCGC00254887-01",10838,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254369-01","YLKFDHTUAUWZPQ-UHFFFAOYSA-N","NCGC00254369-01",10839,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255163-01","BDERNNFJNOPAEC-UHFFFAOYSA-N","NCGC00255163-01",10840,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255743-01","ZQZCOBSUOFHDEE-UHFFFAOYSA-N","NCGC00255743-01",10841,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255921-01","RWNXXQFJBALKAX-UHFFFAOYSA-N","NCGC00255921-01",10842,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254943-01","POLCUAVZOMRGSN-UHFFFAOYSA-N","NCGC00254943-01",10843,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00163774-04","VJYFKVYYMZPMAB-UHFFFAOYSA-N","NCGC00163774-04",10844,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255274-01","ALVPFGSHPUPROW-UHFFFAOYSA-N","NCGC00255274-01",10845,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254708-01","DNTGGZPQPQTDQF-UHFFFAOYSA-N","NCGC00254708-01",10846,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255217-01","XLAYCZJJQWGFAZ-UHFFFAOYSA-N","NCGC00255217-01",10847,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256623-01","CWNSVVHTTQBGQB-UHFFFAOYSA-N","NCGC00256623-01",10848,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255855-01","UWHSPZZUAYSGTB-UHFFFAOYSA-N","NCGC00255855-01",10849,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255740-01","WARIWGPBHKPYON-UHFFFAOYSA-N","NCGC00255740-01",10850,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258287-01","AJFDBNQQDYLMJN-UHFFFAOYSA-N","NCGC00258287-01",10851,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258473-01","SUAKHGWARZSWIH-UHFFFAOYSA-N","NCGC00258473-01",10852,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255346-01","CIXSDMKDSYXUMJ-UHFFFAOYSA-N","NCGC00255346-01",10853,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258427-01","ZMANZCXQSJIPKH-UHFFFAOYSA-N","NCGC00258427-01",10854,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00253920-01","BFSVOASYOCHEOV-UHFFFAOYSA-N","NCGC00253920-01",10855,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258807-01","WBNQDOYYEUMPFS-UHFFFAOYSA-N","NCGC00258807-01",10856,"training",1,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00258655-01","HVCNXQOWACZAFN-UHFFFAOYSA-N","NCGC00258655-01",10857,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255983-01","BBXXLROWFHWFQY-UHFFFAOYSA-N","NCGC00255983-01",10858,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258648-01","QHCCDDQKNUYGNC-UHFFFAOYSA-N","NCGC00258648-01",10859,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260059-01","LFQSCWFLJHTTHZ-UHFFFAOYSA-N","NCGC00260059-01",10860,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255877-01","CPUDPFPXCZDNGI-UHFFFAOYSA-N","NCGC00255877-01",10861,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259451-01","GBQYMXVQHATSCC-UHFFFAOYSA-N","NCGC00259451-01",10862,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256247-01","MVUXVDIFQSGECB-UHFFFAOYSA-N","NCGC00256247-01",10863,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256281-01","LVNLBBGBASVLLI-UHFFFAOYSA-N","NCGC00256281-01",10864,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255802-01","DCQBZYNUSLHVJC-UHFFFAOYSA-N","NCGC00255802-01",10865,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255767-01","WYACBZDAHNBPPB-UHFFFAOYSA-N","NCGC00255767-01",10866,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255506-01","FVIGODVHAVLZOO-UHFFFAOYSA-N","NCGC00255506-01",10867,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255741-01","GKASDNZWUGIAMG-UHFFFAOYSA-N","NCGC00255741-01",10868,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255849-01","WWROGCAUSKGAMX-UHFFFAOYSA-N","NCGC00255849-01",10869,"training",4,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256519-01","LIAWQASKBFCRNR-UHFFFAOYSA-N","NCGC00256519-01",10870,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255172-01","ISFYBUAVOZFROB-UHFFFAOYSA-N","NCGC00255172-01",10871,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255801-01","YLDDCEXDGNXCIO-UHFFFAOYSA-N","NCGC00255801-01",10872,"training",4,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258556-01","ULHFFAFDSSHFDA-UHFFFAOYSA-N","NCGC00258556-01",10873,"training",2,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255986-01","MOEFFSWKSMRFRQ-UHFFFAOYSA-N","NCGC00255986-01",10874,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257733-01","BHXIWUJLHYHGSJ-UHFFFAOYSA-N","NCGC00257733-01",10875,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259246-01","ZNQVEEAIQZEUHB-UHFFFAOYSA-N","NCGC00259246-01",10876,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258210-01","LZDKZFUFMNSQCJ-UHFFFAOYSA-N","NCGC00258210-01",10877,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258397-01","FPZWZCWUIYYYBU-UHFFFAOYSA-N","NCGC00258397-01",10878,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255735-01","KLGMSAOQDHLCOS-UHFFFAOYSA-N","NCGC00255735-01",10879,"training",0,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255332-01","IRDLUHRVLVEUHA-UHFFFAOYSA-N","NCGC00255332-01",10880,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255435-01","SULWMEGSVQCTSK-UHFFFAOYSA-N","NCGC00255435-01",10881,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254764-01","DOFZAZXDOSGAJZ-UHFFFAOYSA-N","NCGC00254764-01",10882,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00247705-01","HFBTZBOJTFIRAS-PPHPATTJSA-N","NCGC00247705-01",10883,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257717-01","AOJFQRQNPXYVLM-UHFFFAOYSA-N","NCGC00257717-01",10884,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00247701-01","DMBCJQVFXIKFJX-UHFFFAOYSA-N","NCGC00247701-01",10885,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256358-01","OGVXWEOZQMAAIM-UHFFFAOYSA-N","NCGC00256358-01",10886,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260205-01","GYTJXQRCNBRFGU-UHFFFAOYSA-N","NCGC00260205-01",10887,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257526-01","HDITUCONWLWUJR-UHFFFAOYSA-N","NCGC00257526-01",10888,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256151-01","FIVHOHCAXWQPGC-UHFFFAOYSA-N","NCGC00256151-01",10889,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256807-01","OHHDIOKRWWOXMT-UHFFFAOYSA-N","NCGC00256807-01",10890,"training",4,0,0,0,0,0,0,0,1,0,0,0,0
"NCGC00256172-01","ZNIFSRGNXRYGHF-UHFFFAOYSA-N","NCGC00256172-01",10891,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256429-01","JPMRGPPMXHGKRO-UHFFFAOYSA-N","NCGC00256429-01",10892,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258250-01","IQDGSYLLQPDQDV-UHFFFAOYSA-N","NCGC00258250-01",10893,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00181750-01","NTJHUKMPVIFDNY-CZNPUCISSA-N","NCGC00181750-01",10894,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256810-01","MGCQZNBCJBRZDT-UHFFFAOYSA-N","NCGC00256810-01",10895,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00168269-02","OLBMBFHNGDUGST-UHFFFAOYSA-N","NCGC00168269-02",10896,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255862-01","LZCZIHQBSCVGRD-UHFFFAOYSA-N","NCGC00255862-01",10897,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255912-01","UBDZFAGVPPMTIT-UHFFFAOYSA-N","NCGC00255912-01",10898,"training",3,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258503-01","XHQYBDSXTDXSHY-UHFFFAOYSA-N","NCGC00258503-01",10899,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255993-01","HCBIBCJNVBAKAB-UHFFFAOYSA-N","NCGC00255993-01",10900,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256514-01","XCZCWGVXRBJCCD-UHFFFAOYSA-N","NCGC00256514-01",10901,"training",2,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258813-01","OCYSGIYOVXAGKQ-FVGYRXGTSA-N","NCGC00258813-01",10902,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255106-01","QKPLRMLTKYXDST-BMZZJELJSA-N","NCGC00255106-01",10903,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00168262-02","HPZCAKYHISJOIK-FJXQXJEOSA-N","NCGC00168262-02",10904,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255486-01","JATPLOXBFFRHDN-DDWIOCJRSA-N","NCGC00255486-01",10905,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256116-01","HYMXUYQKXCHWDC-UHFFFAOYSA-N","NCGC00256116-01",10906,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254589-01","MKIMSXGUTQTKJU-UHFFFAOYSA-N","NCGC00254589-01",10907,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00260401-01","ABTXGJFUQRCPNH-UHFFFAOYSA-N","NCGC00260401-01",10908,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256190-01","WMRCHNNHOJNRSL-FVGYRXGTSA-N","NCGC00256190-01",10909,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255614-01","ZDRBJJNXJOSCLR-NZXABURVSA-N","NCGC00255614-01",10910,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257863-01","JUMYIBMBTDDLNG-UHFFFAOYSA-N","NCGC00257863-01",10911,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257681-01","VIDRYROWYFWGSY-UHFFFAOYSA-N","NCGC00257681-01",10912,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256911-01","ZUFQODAHGAHPFQ-UHFFFAOYSA-N","NCGC00256911-01",10913,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258750-01","RNISDHSYKZAWOK-UHFFFAOYSA-N","NCGC00258750-01",10914,"training",2,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00259274-01","RWNKSTSCBHKHTB-UHFFFAOYSA-N","NCGC00259274-01",10915,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00256488-01","RWNKSTSCBHKHTB-UHFFFAOYSA-N","NCGC00256488-01",10916,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259968-01","KFUSEUYYWQURPO-OWOJBTEDSA-N","NCGC00259968-01",10917,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257985-01","PASDCCFISLVPSO-UHFFFAOYSA-N","NCGC00257985-01",10918,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259800-01","REEZZSHJLXOIHL-UHFFFAOYSA-N","NCGC00259800-01",10919,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258395-01","XMJHPCRAQCTCFT-UHFFFAOYSA-N","NCGC00258395-01",10920,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258587-01","RIFGWPKJUGCATF-UHFFFAOYSA-N","NCGC00258587-01",10921,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258625-01","HSDAJNMJOMSNEV-UHFFFAOYSA-N","NCGC00258625-01",10922,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259119-01","LFHISGNCFUNFFM-UHFFFAOYSA-N","NCGC00259119-01",10923,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259322-01","DOJXGHGHTWFZHK-UHFFFAOYSA-N","NCGC00259322-01",10924,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259181-01","YNJBWRMUSHSURL-UHFFFAOYSA-N","NCGC00259181-01",10925,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258623-01","PVFOMCVHYWHZJE-UHFFFAOYSA-N","NCGC00258623-01",10926,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257633-01","BOSAWIQFTJIYIS-UHFFFAOYSA-N","NCGC00257633-01",10927,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258090-01","UPQQXPKAYZYUKO-UHFFFAOYSA-N","NCGC00258090-01",10928,"training",4,0,0,0,0,1,0,0,1,0,0,0,0
"NCGC00254515-01","LVZPKYYPPLUECL-UHFFFAOYSA-N","NCGC00254515-01",10929,"training",0,0,0,0,0,1,0,0,0,0,0,0,0
"NCGC00259585-01","DCUJJWWUNKIJPH-UHFFFAOYSA-N","NCGC00259585-01",10930,"training",0,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254133-01","XEMRAKSQROQPBR-UHFFFAOYSA-N","NCGC00254133-01",10931,"training",0,1,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254826-01","KQTVWCSONPJJPE-UHFFFAOYSA-N","NCGC00254826-01",10932,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258693-01","BNIXVQGCZULYKV-UHFFFAOYSA-N","NCGC00258693-01",10933,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257604-01","WCGGWVOVFQNRRS-UHFFFAOYSA-N","NCGC00257604-01",10934,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254144-01","CAHQGWAXKLQREW-UHFFFAOYSA-N","NCGC00254144-01",10935,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257955-01","AJDIZQLSFPQPEY-UHFFFAOYSA-N","NCGC00257955-01",10936,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257789-01","UOORRWUZONOOLO-UHFFFAOYSA-N","NCGC00257789-01",10937,"training",2,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258328-01","KFUSEUYYWQURPO-UHFFFAOYSA-N","NCGC00258328-01",10938,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255534-01","QZXCCPZJCKEPSA-UHFFFAOYSA-N","NCGC00255534-01",10939,"training",3,0,0,0,0,0,0,1,0,0,0,0,0
"NCGC00182988-01","VNVBCWREJHKWSG-UHFFFAOYSA-N","NCGC00182988-01",10940,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254377-01","HSSBORCLYSCBJR-UHFFFAOYSA-N","NCGC00254377-01",10941,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255884-01","BTEVDFJXGLQUDS-UHFFFAOYSA-N","NCGC00255884-01",10942,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00258565-01","XRDRKVPNHIWTBX-UHFFFAOYSA-N","NCGC00258565-01",10943,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257111-01","MVQUJEUCFOGFJU-UHFFFAOYSA-N","NCGC00257111-01",10944,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255577-01","FUNUTBJJKQIVSY-UHFFFAOYSA-N","NCGC00255577-01",10945,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257145-01","CEOCDNVZRAIOQZ-UHFFFAOYSA-N","NCGC00257145-01",10946,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254336-01","PBKONEOXTCPAFI-UHFFFAOYSA-N","NCGC00254336-01",10947,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257110-01","KQCMTOWTPBNWDB-UHFFFAOYSA-N","NCGC00257110-01",10948,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00259138-01","HFZWRUODUSTPEG-UHFFFAOYSA-N","NCGC00259138-01",10949,"training",1,0,0,0,0,0,0,0,0,0,0,1,0
"NCGC00257833-01","XKEFYDZQGKAQCN-UHFFFAOYSA-N","NCGC00257833-01",10950,"training",1,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00254924-01","VJARIBGMDPJLCL-UHFFFAOYSA-N","NCGC00254924-01",10951,"training",3,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00257856-01","IUQJDHJVPLLKFL-UHFFFAOYSA-N","NCGC00257856-01",10952,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255411-01","HWIGZMADSFQMOI-UHFFFAOYSA-N","NCGC00255411-01",10953,"training",0,0,0,0,0,0,0,0,0,0,0,0,0
"NCGC00255596-01","GPSGZZSRFJXXBA-UHFFFAOYSA-N","NCGC00255596-01",10954,"training",4,0,0,0,0,0,0,0,0,0,0,0,0
